town,page,url,property_type,price,address,postal_code,city,bedrooms,bedroom1_surface,bedroom2_surface,bathrooms,toilets,surface_livable,terrace,terrace_surface,terrace_orientation,floor,year_built,condition,kitchen_equipment,cellar,glazing_type,elevator,entry_phone,epc_score,epc_total,epc_valid_until 
aalst,1,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt68791,Apartment,169 000 €,Geldhofstraat 2 2 9300 Aalst,2,Aalst,1,,,1,,69 m²,Yes,,,,1913,Normal,Super equipped,,Double glass,No,Yes,151 kWh/m²/year,,
aalst,1,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt69060,Apartment,339 000 €,Bauwensplein 3 A0.1 9300 Aalst,3,Aalst,2,,,1,1,108 m²,Yes,7 m²,,,,New,Super equipped,No,,No,,,,
aalst,1,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt71263,Apartment,290 000 €,Arendsveld 2 9300 Aalst,2,Aalst,4,,,4,5,216 m²,,,,,1930,To be renovated,,No,,No,,805 kWh/m²/year,,
aalst,1,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt71878,Apartment,265 000 €,Ouden Dendermondse Steenweg 144 21 9300 Aalst,144,Aalst,3,12 m²,12 m²,1,1,85 m²,Yes,3 m²,South,2,2019,Excellent,Super equipped,Yes,Double glass,Yes,Yes,,,05/05/2029
aalst,1,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt72006,Apartment,195 000 €,Raffelgemstraat 16 5 9300 Aalst,16,Aalst,2,,,1,1,72 m²,Yes,15 m²,,2,1967,Normal,,No,,Yes,,149 kWh/m²/year,,
aalst,1,https://immovlan.be/en/detail/apartment/for-sale/9308/gijzegem/rbt69700,Apartment,259 000 €,Alverenbergbaan 1 02 9308 Gijzegem,1,Gijzegem,2,8 m²,15 m²,1,1,80 m²,Yes,30 m²,,0,,New,,No,Double glass,No,,,,
aalst,1,https://immovlan.be/en/detail/master-house/for-sale/9300/aalst/rbt71653,Master,575 000 €,Bert Van Hoorickstraat 19 9300 Aalst,19,Aalst,,,,,,696 m²,,,,,,,,No,,,,,,
aalst,1,https://immovlan.be/en/detail/mixed-building/for-sale/9300/aalst/rbt69056,Mixed,599 000 €,Esplanadeplein 12 9300 Aalst,12,Aalst,2,,,2,3,173 m²,Yes,,,,,Normal,,No,,No,,297 kWh/m²/year,,
aalst,1,https://immovlan.be/en/detail/mixed-building/for-sale/9300/aalst/rbt71268,Mixed,290 000 €,Arendsveld 2 9300 Aalst,2,Aalst,4,,,4,5,216 m²,,,,,1930,To be renovated,,No,,No,,805 kWh/m²/year,,
aalst,1,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt69055,Residence,339 000 €,Bauwensplein 3 A0.1 9300 Aalst,3,Aalst,2,,,1,1,108 m²,Yes,7 m²,,,,New,,No,,No,,,,
aalst,1,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt69062,Residence,599 000 €,Esplanadeplein 12 9300 Aalst,12,Aalst,2,,,2,3,173 m²,Yes,,,,,Normal,,No,,No,,297 kWh/m²/year,,
aalst,1,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt69604,Residence,295 000 €,Nestor de Tièrestraat 37 9300 Aalst,37,Aalst,3,19 m²,10 m²,1,2,170 m²,,,,,,Excellent,Fully equipped,No,Double glass,No,,243 kWh/m²/year,,
aalst,1,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt70659,Residence,239 000 €,Weverijstraat 6 9300 Aalst,6,Aalst,3,12 m²,11 m²,1,2,155 m²,Yes,18 m²,,,,New,,No,Double glass,No,,,,
aalst,1,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt71301,Residence,295 000 €,Meuleschettestraat 33 9300 Aalst,33,Aalst,3,19 m²,19 m²,1,1,165 m²,Yes,4 m²,South-east,,,Normal,Super equipped,Yes,Double glass,,,189 kWh/m²/year,,
aalst,1,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt71620,Residence,379 000 €,Bergemeersenstraat 113 9300 Aalst,113,Aalst,4,15 m²,8 m²,1,1,201 m²,Yes,66 m²,,,,Excellent,,No,Double glass,,,385 kWh/m²/year,,26/05/2035
aalst,1,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt72185,Residence,269 000 €,Doornstraat 92 9300 Aalst,92,Aalst,3,8 m²,14 m²,1,1,156 m²,,,,,,Normal,,No,Double glass,No,,601 kWh/m²/year,,
aalst,1,https://immovlan.be/en/detail/residence/for-sale/9308/hofstade/rbt71993,Residence,421 425 €,Houtzagerijstraat 16 9308 Hofstade,16,Hofstade,3,,,1,2,147 m²,Yes,,,,2025,New,,No,,No,,,,
aalst,1,https://immovlan.be/en/detail/residence/for-sale/9310/herdersem/rbt71550,Residence,384 860 €,Koekeroel 27 9310 Herdersem,27,Herdersem,3,,,1,2,142 m²,,,,,,New,,No,,,,,,
aalst,2,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt32513,Apartment,215 000 €,9300 Aalst,9300,Aalst,2,,,1,1,81 m²,Yes,,,2,1970,,,No,Double glass,Yes,Yes,279 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt32527,Apartment,159 000 €,Fabriekstraat 3 4B 9300 Aalst,3,Aalst,1,,,,1,54 m²,Yes,,,4,1976,To be renovated,,Yes,Double glass,Yes,,199 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt40387,Apartment,315 000 €,Leo de Béthunelaan 106 5 9300 Aalst,106,Aalst,2,14 m²,16 m²,1,1,134 m²,Yes,12 m²,,2,,Excellent,,No,Double glass,Yes,,141 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt67411,Apartment,357 900 €,9300 Aalst,9300,Aalst,2,15 m²,14 m²,1,1,122 m²,Yes,14 m²,,1,2024,New,Super equipped,,Double glass,Yes,Yes,,,
aalst,2,https://immovlan.be/en/detail/apartment/for-sale/9308/gijzegem/rbt66894,Apartment,259 000 €,Alverenbergbaan 1 02 9308 Gijzegem,1,Gijzegem,2,8 m²,15 m²,1,1,80 m²,Yes,30 m²,,0,,New,,No,Double glass,No,,,,
aalst,2,https://immovlan.be/en/detail/loft/for-sale/9310/moorsel/rbt68591,Loft,750 000 €,Opwijkse Steenweg 10C 9310 Moorsel,9310,Moorsel,4,32 m²,16 m²,2,4,552 m²,Yes,158 m²,,1,,Excellent,,No,Double glass,Yes,Yes,119 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/penthouse/for-sale/9300/aalst/rbt67723,Penthouse,369 000 €,Keizersplein 2 9 9300 Aalst,2,Aalst,2,19 m²,18 m²,1,1,137 m²,Yes,27 m²,,4,1997,,Fully equipped,Yes,Double glass,Yes,,157 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt43611,Residence,295 000 €,Dokter de Moorstraat 39 9300 Aalst,39,Aalst,4,16 m²,12 m²,1,2,151 m²,,,,,,Normal,Fully equipped,No,Double glass,No,,349 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt65379,Residence,249 000 €,Meuleschettestraat 81 9300 Aalst,81,Aalst,3,,,1,2,160 m²,Yes,,,,,Normal,Partially equipped,No,,No,,183 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt66585,Residence,198 000 €,9300 Aalst,9300,Aalst,4,,,1,1,150 m²,No,,,,,,,No,,No,,590 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt67368,Residence,329 000 €,Vooruitzichtstraat 23 9300 Aalst,23,Aalst,3,12 m²,19 m²,1,2,170 m²,Yes,12 m²,,,,Excellent,,No,Double glass,No,,231 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rwc39831,Residence,289 000 €,Drie Sleutelsstraat 92 9300 Aalst,92,Aalst,3,,,1,,130 m²,Yes,,,,1932,Excellent,,,Double glass,,,241 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt66397,Residence,250 000 €,Steenweg naar Oudegem 135 9308 Gijzegem,135,Gijzegem,4,,,1,2,158 m²,Yes,,,,,Normal,Fully equipped,,Double glass,,,729 kWh/m²/year,729 kWh/year,03/12/2031
aalst,2,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt68560,Residence,310 000 €,Molenkouterstraat 33 9308 Gijzegem,33,Gijzegem,2,16 m²,16 m²,1,1,133 m²,Yes,,,,,Excellent,Fully equipped,No,Double glass,,,112 kWh/m²/year,,27/02/2035
aalst,2,https://immovlan.be/en/detail/residence/for-sale/9308/hofstade/rbt67377,Residence,399 000 €,Steenweg op Dendermonde 120 9308 Hofstade,120,Hofstade,2,,,1,1,110 m²,Yes,,,,,Normal,Super equipped,,,No,,402 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbs79427,Residence,313 000 €,Hogeweg 67 9320 Erembodegem,67,Erembodegem,3,30 m²,21 m²,1,2,225 m²,Yes,80 m²,West,,1966,Normal,Fully equipped,Yes,Double glass,,,396 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbt67194,Residence,285 000 €,Leuvestraat 89 9320 Erembodegem,89,Erembodegem,2,16 m²,14 m²,1,2,194 m²,Yes,20 m²,,,,Excellent,,No,Double glass,No,,297 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbt68443,Residence,359 000 €,Hof Ter Lokerenstraat 62 9320 Erembodegem,62,Erembodegem,3,15 m²,14 m²,1,2,178 m²,Yes,46 m²,West,,,Normal,Super equipped,,Double glass,,,257 kWh/m²/year,,
aalst,2,https://immovlan.be/en/detail/residence/for-sale/9320/nieuwerkerken/rwc39868,Residence,265 000 €,Kantonstraat 57 9320 Nieuwerkerken,57,Nieuwerkerken,3,18 m²,17 m²,1,,100 m²,Yes,27 m²,,,1961,To be renovated,,Yes,,No,No,,,
aalst,2,https://immovlan.be/en/detail/villa/for-sale/9320/nieuwerkerken/rbt66358,Villa,549 000 €,Bergstraat 77 9320 Nieuwerkerken,77,Nieuwerkerken,4,19 m²,15 m²,1,2,340 m²,Yes,25 m²,,,,Normal,,No,Double glass,No,,636 kWh/m²/year,,
aalst,3,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbk26371,Apartment,280 000 €,Merestraat 129 21 9300 Aalst,129,Aalst,2,,,1,1,95 m²,Yes,,,2,2011,,,,Double glass,Yes,,113 kWh/m²/year,,
aalst,3,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbs55433,Apartment,170 000 €,Oude Vismarkt 7 2 9300 Aalst,7,Aalst,1,12 m²,,1,1,60 m²,,,,2,1971,Excellent,,,,Yes,,346 kWh/m²/year,,
aalst,3,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbs65431,Apartment,985 000 €,Frédéric Van der Nootstraat 38 41 9300 Aalst,38,Aalst,2,24 m²,10 m²,1,2,150 m²,Yes,170 m²,,4,,New,Fully equipped,Yes,Double glass,Yes,,123 kWh/m²/year,,
aalst,3,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbs69423,Apartment,288 600 €,Brouwerijstraat 9300 Aalst,9300,Aalst,2,,,1,1,101 m²,Yes,44 m²,,0,,New,,,,,,,,
aalst,3,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt09187,Apartment,179 000 €,Dendermondse steenweg 1 14 9300 Aalst,1,Aalst,1,,,1,,74 m²,,,,4,1975,Excellent,Partially equipped,Yes,Double glass,Yes,Yes,256 kWh/m²/year,,
aalst,3,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt29185,Apartment,289 100 €,Brouwerijstraat 9300 Aalst,9300,Aalst,2,,,1,1,109 m²,Yes,26 m²,,0,,New,,,,,,,,
aalst,3,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt31296,Apartment,306 800 €,Brouwerijstraat 9300 Aalst,9300,Aalst,2,,,1,1,111 m²,Yes,51 m²,,0,,New,,,,,,,,
aalst,3,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbs40089,Duplex,345 000 €,Boudewijnlaan 85 B 9300 Aalst,85,Aalst,3,12 m²,16 m²,1,2,173 m²,Yes,8 m²,,1,,New,Fully equipped,No,Double glass,No,,138 kWh/m²/year,,
aalst,3,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbs83138,Duplex,145 000 €,De Vilanderstraat 18 2 9300 Aalst,18,Aalst,2,,,1,,,,,,1,,,,,Double glass,,,277 kWh/m²/year,,
aalst,3,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbi58329,Residence,446 000 €,Bosveld 12 B 9300 Aalst,12,Aalst,4,,,,,207 m²,Yes,,,,,New,,,Double glass,,,99 kWh/m²/year,,
aalst,3,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt09421,Residence,187 000 €,Geldhofstraat 71 9300 Aalst,71,Aalst,3,12 m²,13 m²,1,1,120 m²,,,,,,Normal,Fully equipped,No,Double glass,No,,413 kWh/m²/year,,
aalst,3,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt14156,Residence,398 000 €,Affligemdreef 92 9300 Aalst,92,Aalst,4,13 m²,14 m²,1,2,213 m²,,,,,,Normal,Fully equipped,No,Double glass,No,,376 kWh/m²/year,,
aalst,3,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt17199,Residence,299 000 €,Gentse steenweg 174 9300 Aalst,174,Aalst,3,,,1,,152 m²,Yes,,,,,Excellent,,,Triple glass,,,146 kWh/m²/year,,
aalst,3,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbs83143,Residence,425 000 €,Dokter Carlierlaan 19 9320 Erembodegem,19,Erembodegem,4,,,2,2,197 m²,Yes,,,,1987,Excellent,Fully equipped,,Double glass,,,231 kWh/m²/year,,
aalst,4,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt63685,Apartment,189 000 €,Raffelgemstraat 14 13 9300 Aalst,14,Aalst,2,12 m²,8 m²,1,1,65 m²,Yes,15 m²,,4,1967,Excellent,,No,,Yes,Yes,120 kWh/m²/year,,24/02/2035
aalst,4,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt63996,Residence,369 000 €,Burchtstraat 7 9300 Aalst,7,Aalst,2,22 m²,11 m²,1,,160 m²,Yes,12 m²,West,,1957,Normal,,No,Double glass,No,No,272 kWh/m²/year,,
aalst,4,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt64153,Residence,325 000 €,Hoveniersstraat 48 9300 Aalst,48,Aalst,3,17 m²,13 m²,2,2,128 m²,Yes,17 m²,,,,Normal,,No,Double glass,No,,386 kWh/m²/year,,
aalst,4,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt64156,Residence,225 000 €,Hoveniersstraat 50 9300 Aalst,50,Aalst,2,17 m²,11 m²,1,1,182 m²,Yes,8 m²,,,,Normal,,No,Double glass,No,,380 kWh/m²/year,,
aalst,4,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt64159,Residence,495 000 €,Hoveniersstraat 48 9300 Aalst,48,Aalst,5,11 m²,17 m²,3,3,310 m²,Yes,25 m²,,,,Normal,,No,Double glass,No,,380 kWh/m²/year,,
aalst,4,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt64681,Residence,219 000 €,Guido Gezellestraat 30 9300 Aalst,30,Aalst,3,15 m²,14 m²,1,,127 m²,Yes,,,,1930,,,No,Double glass,,,324 kWh/m²/year,,
aalst,4,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt63687,Residence,399 000 €,Steenweg op Dendermonde 11 9308 Gijzegem,11,Gijzegem,4,10 m²,28 m²,1,,269 m²,Yes,,,,,Excellent,,No,,,,188 kWh/m²/year,,14/03/2035
aalst,4,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt63737,Residence,408 000 €,Kuipersstraat 2 9308 Gijzegem,2,Gijzegem,3,,,1,2,144 m²,,,,,,New,,No,,,,,,
aalst,4,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt63738,Residence,408 000 €,Kuipersstraat 2 9308 Gijzegem,2,Gijzegem,3,,,1,2,143 m²,,,,,,New,,No,,,,,,
aalst,4,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt63739,Residence,440 000 €,Kuipersstraat 2 9308 Gijzegem,2,Gijzegem,3,,,1,2,149 m²,,,,,,New,,No,,,,,,
aalst,4,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt63740,Residence,408 000 €,Kuipersstraat 2 9308 Gijzegem,2,Gijzegem,3,,,1,2,143 m²,,,,,,New,,No,,,,,,
aalst,4,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt64158,Residence,1 095 000 €,9308 Gijzegem,9308,Gijzegem,4,,,2,3,522 m²,Yes,150 m²,,,2006,,,No,,No,,178 kWh/m²/year,,21/04/2034
aalst,4,https://immovlan.be/en/detail/residence/for-sale/9310/baardegem/rbt47673,Residence,479 000 €,Eeckhoutstraat 3 9310 Baardegem,3,Baardegem,3,12 m²,13 m²,1,2,184 m²,Yes,19 m²,,,2024,New,Super equipped,,,,,,,
aalst,5,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt45469,Apartment,1 750 000 €,Hertshage 75 9300 Aalst,75,Aalst,18,,,10,15,,,,,0,,Excellent,,No,Double glass,No,,246 kWh/m²/year,,
aalst,5,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt45511,Apartment,159 000 €,"Geraardsbergsestraat 236 8
9300 Aalst",236,Aalst,1,,,1,1,72 m²,Yes,,North-east,1,1969,Normal,Fully equipped,Yes,Double glass,Yes,Yes,226 kWh/m²/year,,26/04/2034
aalst,5,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt47373,Apartment,335 000 €,Keizersplein 24 5 9300 Aalst,24,Aalst,3,12 m²,10 m²,1,2,131 m²,Yes,5 m²,,1,1991,Excellent,,Yes,,Yes,Yes,118 kWh/m²/year,,
aalst,5,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rwc39734,Apartment,229 000 €,Gustaaf Papestraat 92 9300 Aalst,92,Aalst,2,,,1,,98 m²,,,,,1971,Normal,,,Double glass,,,192 kWh/m²/year,,
aalst,5,https://immovlan.be/en/detail/apartment/for-sale/9310/moorsel/rbt45999,Apartment,254 000 €,Pachting 85A 001 9310 Moorsel,001,Moorsel,1,26 m²,,1,1,108 m²,Yes,10 m²,,0,2017,Excellent,Fully equipped,No,Double glass,Yes,Yes,53 kWh/m²/year,,
aalst,5,https://immovlan.be/en/detail/apartment/for-sale/9320/erembodegem/rbt48164,Apartment,Make offer from 249 000 €,Erembodegem-Dorp 115 6 9320 Erembodegem,115,Erembodegem,3,10 m²,12 m²,1,1,,Yes,38 m²,,3,1992,Excellent,,No,,Yes,Yes,124 kWh/m²/year,,
aalst,5,https://immovlan.be/en/detail/master-house/for-sale/9300/aalst/rbt47370,Master,349 000 €,Esplanadestraat 13 9300 Aalst,13,Aalst,3,17 m²,14 m²,1,2,186 m²,Yes,,,,,To be renovated,Partially equipped,Yes,,,,567 kWh/m²/year,,
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt45820,Residence,245 000 €,Waverstraat 52 9300 Aalst,52,Aalst,3,11 m²,14 m²,1,2,122 m²,,,,,,To be renovated,,No,Double glass,No,,583 kWh/m²/year,,
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt47372,Residence,229 000 €,Korte Sint Janstraat 43 9300 Aalst,43,Aalst,3,16 m²,14 m²,1,2,125 m²,Yes,,,,,,,No,,,,443 kWh/m²/year,,
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt45950,Residence,825 000 €,Meirbeekstraat 144 9308 Gijzegem,144,Gijzegem,4,12 m²,33 m²,2,2,373 m²,Yes,,,,,Excellent,Fully equipped,No,Triple glass,,,173 kWh/m²/year,,07/03/2035
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt63733,Residence,460 000 €,Kuipersstraat 2 9308 Gijzegem,2,Gijzegem,3,,,1,2,149 m²,,,,,,New,,No,,,,,,
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt63734,Residence,408 000 €,Kuipersstraat 2 9308 Gijzegem,2,Gijzegem,3,,,1,2,144 m²,,,,,,New,,No,,,,,,
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt63735,Residence,408 000 €,Kuipersstraat 2 9308 Gijzegem,2,Gijzegem,3,,,1,2,144 m²,,,,,,New,,No,,,,,,
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbt63736,Residence,408 000 €,Kuipersstraat 2 9308 Gijzegem,2,Gijzegem,3,,,1,2,144 m²,,,,,,New,,No,,,,,,
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9308/hofstade/rbt48016,Residence,421 425 €,Houtzagerijstraat 16 a 9308 Hofstade,16,Hofstade,3,,,,,147 m²,,,,,,New,,,,,,,,
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9310/baardegem/rbt47214,Residence,325 000 €,Faluintjesstraat 99 9310 Baardegem,99,Baardegem,3,22 m²,17 m²,2,2,144 m²,Yes,12 m²,,,1930,Excellent,Super equipped,,Double glass,,,216 kWh/m²/year,,29/10/2032
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9310/herdersem/rbt20627,Residence,399 000 €,Vlasstraat 8 9310 Herdersem,8,Herdersem,3,,,1,2,140 m²,Yes,,,,2005,Normal,Super equipped,,,No,,135 kWh/m²/year,,
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9310/moorsel/rbt45819,Residence,245 000 €,Waverstraat 52 9310 Moorsel,52,Moorsel,3,14 m²,11 m²,1,2,122 m²,,,,,,To be renovated,,No,Double glass,No,,583 kWh/m²/year,,
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbt45403,Residence,295 000 €,Meidoornlaan 2 9320 Erembodegem,2,Erembodegem,3,,,1,,120 m²,Yes,,South-east,,1972,To renovate,Fully equipped,No,Double glass,No,No,560 kWh/m²/year,,
aalst,5,https://immovlan.be/en/detail/residence/for-sale/9320/erembodegem/rbt48209,Residence,249 000 €,Ninovesteenweg 22 9320 Erembodegem,22,Erembodegem,2,15 m²,20 m²,1,,110 m²,Yes,,West,,1919,To be renovated,Partially equipped,Yes,Double glass,No,,600 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt38350,Apartment,135 000 €,Louis Paul Boonstraat 27 9300 Aalst,27,Aalst,2,15 m²,9 m²,1,,86 m²,,,,0,,,,Yes,,,,659 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt40188,Apartment,239 000 €,Wijmenput 22 G001 9300 Aalst,22,Aalst,1,15 m²,,1,1,71 m²,Yes,14 m²,,0,2023,New,Super equipped,Yes,Double glass,Yes,Yes,36 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt40213,Apartment,179 000 €,Ouden Aardeweg 20 5 9300 Aalst,20,Aalst,2,,,1,1,95 m²,Yes,,,3,1997,,Partially equipped,No,,No,,144 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt41361,Apartment,160 000 €,Denderstraat 72 1 9300 Aalst,72,Aalst,1,,,1,1,52 m²,No,,,,1969,Normal,Partially equipped,No,,No,,633 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt42856,Apartment,Make offer from 249 000 €,Parklaan 48A 4 9300 Aalst,4,Aalst,2,15 m²,12 m²,1,1,105 m²,Yes,10 m²,,1,1988,Normal,,Yes,,Yes,,167 kWh/m²/year,,06/09/2031
aalst,6,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt44045,Apartment,Make offer from 199 000 €,Dendermondsesteenweg 23 1A 9300 Aalst,23,Aalst,3,,,1,1,113 m²,Yes,,,1,1974,Normal,,No,,Yes,Yes,158 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/apartment/for-sale/9308/hofstade/rbt42257,Apartment,235 000 €,Steenweg op Aalst 199 4 9308 Hofstade,199,Hofstade,2,,,1,1,92 m²,Yes,,,1,1980,Normal,,No,,No,,134 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/ground-floor/for-sale/9300/aalst/rbt38935,Ground,225 000 €,Popperodedries 78 1 9300 Aalst,78,Aalst,1,,,1,1,72 m²,Yes,25 m²,,0,,Normal,Super equipped,,,Yes,,193 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/mansion/for-sale/9300/aalst/rbt44103,Mansion,680 000 €,Ledebaan 114 9300 Aalst,114,Aalst,6,16 m²,16 m²,2,3,324 m²,Yes,40 m²,,,,New,,No,Double glass,No,,117 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/mixed-building/for-sale/9310/baardegem/rbt44175,Mixed,399 000 €,Baardegem-Dorp 33 9310 Baardegem,33,Baardegem,3,13 m²,31 m²,1,1,263 m²,Yes,,,,1899,Normal,,No,,No,,,,
aalst,6,https://immovlan.be/en/detail/penthouse/for-sale/9300/aalst/rbt39512,Penthouse,415 000 €,Kattestraat 46 41 9300 Aalst,46,Aalst,2,12 m²,11 m²,1,1,91 m²,Yes,26 m²,,4,2014,Excellent,Fully equipped,Yes,Double glass,Yes,Yes,184 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/penthouse/for-sale/9300/aalst/rbt43061,Penthouse,749 000 €,Brusselse Steenweg 155 31 9300 Aalst,155,Aalst,2,17 m²,15 m²,1,2,147 m²,Yes,62 m²,,3,2020,Excellent,,No,Double glass,Yes,Yes,62 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt38352,Residence,149 000 €,Felix De Hertstraat 74 9300 Aalst,74,Aalst,2,16 m²,12 m²,1,,92 m²,,,,,,,,,,,,570 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt38354,Residence,135 000 €,Louis Paul Boonstraat 27 9300 Aalst,27,Aalst,2,15 m²,9 m²,1,,86 m²,,,,,,,,Yes,,,,659 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt41316,Residence,289 000 €,Asserendries 106 9300 Aalst,106,Aalst,4,18 m²,14 m²,1,1,178 m²,Yes,25 m²,South-west,,,Normal,Fully equipped,,Double glass,,,301 kWh/m²/year,,20/10/2033
aalst,6,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt42268,Residence,248 000 €,Naarstigheidstraat 7 9300 Aalst,7,Aalst,2,,,1,2,123 m²,Yes,25 m²,,,,To be renovated,Super equipped,No,,No,,541 kWh/m²/year,,
aalst,6,https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbt44187,Residence,499 000 €,Faluintjesstraat 30 9300 Aalst,30,Aalst,3,23 m²,22 m²,1,2,201 m²,Yes,24 m²,,,1998,Excellent,Super equipped,,Double glass,,Yes,134 kWh/m²/year,,15/05/2035
